returns,volatility
"{'mean': 0.0003313261728106514, 'std': 0.012115999214461621, 'min': -0.12765219747281742, 'max': 0.10957196759533848}","{'mean': 0.15827978328230705, 'std': 0.11202817625419091, 'min': 0.03283699539036831, 'max': 0.9789698327702178}"
