regime,count,percentage,mean_return,std_return,annualized_return,annualized_volatility,sharpe_ratio,min_return,max_return
0,3312,63.436123348017624,0.0010771720880699805,0.005409599874038784,0.2714473661936351,0.08587473575443776,3.1609688671398035,-0.01479314796530563,0.016933204646026205
1,1674,32.06282321394369,-0.0006405795869804165,0.014099828884964687,-0.16142605591906495,0.22382784454909024,-0.7212063192774961,-0.041842540938381426,0.04303470414561544
2,235,4.50105343803869,-0.003155963301733127,0.03769680592989066,-0.795302752036748,0.5984182422717339,-1.3290082017179072,-0.12765219747281742,0.10957196759533848
