regime,count,percentage,mean_return,std_return,annualized_return,annualized_volatility,sharpe_ratio,min_return,max_return
0,4179,80.0421375215476,0.00066819541327152,0.006309431671161598,0.16838524414442305,0.1001591226962895,1.6811773067842681,-0.02020193215523012,0.021980199729464904
1,562,10.764221413522314,0.01682804385429866,0.013902642912663,4.240667051283262,0.22069761428064585,19.21482959888592,-0.002564344442560099,0.10957196759533848
2,480,9.19364106493009,-0.021866951931254697,0.014706762364402841,-5.510471886676184,0.23346261484280517,-23.603230394667214,-0.12765219747281742,-0.0027442976398493147
