n_regimes,gmm_bic,gmm_aic,hmm_bic,hmm_aic,hmm_log_likelihood,gmm_regime_distribution,hmm_regime_distribution,kmeans_regime_distribution,gmm_avg_sharpe,hmm_avg_sharpe,kmeans_avg_sharpe
3,21552.25965774878,21440.7321057808,14558.845711582946,14407.955494214504,-7180.977747107252,"{0: np.float64(63.436123348017624), 1: np.float64(32.06282321394369), 2: np.float64(4.50105343803869)}","{0: np.float64(46.964183106684544), 1: np.float64(39.66673051139629), 2: np.float64(13.369086381919173)}","{0: np.float64(80.0421375215476), 1: np.float64(10.764221413522314), 2: np.float64(9.19364106493009)}",0.3702514487148001,0.5861570992656667,-0.9024078296656756
