original_rows,original_cols,missing_values_before,missing_values_after,invalid_ohlc_removed,duplicate_rows_removed,unrealistic_returns_removed,zero_volume_days,temporal_gaps_detected,descriptive_stats_before,descriptive_stats_after,final_rows,rows_removed,data_loss_percentage
5241,5,"{'Close': 0, 'High': 0, 'Low': 0, 'Open': 0, 'Volume': 0}",{},0,0,0,1,193,"{'mean_return': 0.00033132617281065143, 'std_return': 0.012115999214461621, 'min_return': -0.12765219747281742, 'max_return': 0.10957196759533848, 'median_return': 0.0007262049622870289}","{'mean_return': 0.00033132617281065143, 'std_return': 0.012115999214461621, 'min_return': -0.12765219747281742, 'max_return': 0.10957196759533848, 'median_return': 0.0007262049622870289}",5241,0,0.0
